Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
40,Male,45,23,0,23,Premium,Monthly,760,4,No
25,Male,13,29,1,29,Standard,Monthly,889,19,No
33,Male,36,28,8,28,Premium,Annual,910,6,Yes
34,Female,30,1,1,16,Premium,Monthly,322,2,No
24,Female,25,8,0,24,Standard,Monthly,751,22,Yes
53,Male,36,10,3,19,Premium,Quarterly,588,10,No
35,Female,30,21,4,30,Standard,Quarterly,884,26,No
33,Female,56,19,4,6,Premium,Annual,302,19,No
41,Female,15,8,7,19,Basic,Quarterly,390,2,No
49,Male,13,28,5,5,Standard,Annual,867,9,No
23,Female,47,24,3,10,Basic,Quarterly,419,20,No
65,Female,45,4,5,18,Standard,Monthly,261,27,Yes
56,Female,21,14,8,24,Basic,Quarterly,380,9,Yes
41,Male,6,13,0,19,Standard,Annual,261,16,No
38,Female,4,24,3,15,Standard,Monthly,673,6,No
31,Female,22,14,7,0,Standard,Monthly,221,27,No
27,Male,21,24,10,3,Basic,Quarterly,116,24,No
65,Male,21,24,6,17,Premium,Annual,608,19,No
52,Female,39,30,7,14,Basic,Quarterly,841,12,No
38,Male,59,17,6,27,Standard,Monthly,215,3,Yes
19,Female,4,6,8,4,Premium,Annual,541,25,No
53,Female,55,28,0,27,Standard,Monthly,879,22,Yes
18,Male,31,25,7,29,Basic,Quarterly,503,9,Yes
21,Male,58,2,7,27,Premium,Quarterly,492,20,Yes
32,Male,26,9,2,15,Basic,Quarterly,441,25,No
62,Female,21,23,0,21,Standard,Monthly,300,22,Yes
40,Female,22,12,4,6,Standard,Monthly,796,20,No
27,Male,6,11,5,30,Basic,Quarterly,330,30,No
44,Female,24,25,5,6,Basic,Annual,217,8,No
34,Male,26,17,5,5,Basic,Quarterly,815,11,No
54,Female,20,3,2,1,Standard,Quarterly,635,17,No
29,Female,10,6,0,10,Standard,Monthly,544,9,No
22,Female,23,18,2,12,Basic,Quarterly,973,20,No
18,Female,4,22,0,3,Basic,Quarterly,563,12,No
65,Male,59,30,3,15,Basic,Annual,589,7,No
49,Male,24,26,3,18,Standard,Annual,296,20,No
37,Male,6,26,10,3,Basic,Monthly,801,1,No
24,Male,39,5,10,3,Standard,Monthly,422,5,No
33,Female,16,16,7,1,Standard,Quarterly,320,26,No
28,Male,1,21,3,8,Standard,Quarterly,872,7,No
19,Male,55,10,10,4,Basic,Annual,587,27,No
36,Male,42,7,5,8,Standard,Annual,285,10,No
36,Female,44,26,6,2,Basic,Quarterly,508,2,No
32,Male,13,24,10,12,Premium,Annual,116,22,No
25,Female,52,8,10,8,Premium,Monthly,778,24,No
19,Female,30,28,10,19,Basic,Monthly,359,17,Yes
57,Male,32,28,7,0,Standard,Annual,523,19,No
58,Female,41,18,7,3,Premium,Quarterly,982,6,No
64,Female,6,16,5,18,Basic,Annual,902,20,No
44,Female,7,14,0,21,Standard,Monthly,494,16,Yes
48,Female,26,29,7,16,Standard,Monthly,113,7,Yes
57,Male,56,27,3,16,Premium,Annual,310,8,No
57,Male,50,11,1,20,Basic,Annual,131,25,No
28,Female,26,6,5,1,Basic,Annual,759,28,No
42,Male,3,19,7,22,Standard,Annual,118,13,No
30,Male,30,7,6,25,Standard,Quarterly,556,6,Yes
45,Male,19,8,3,2,Premium,Monthly,334,26,No
52,Male,18,20,9,23,Standard,Monthly,299,25,No
58,Female,16,13,3,15,Standard,Annual,616,10,No
36,Male,2,11,10,18,Basic,Quarterly,604,21,No
26,Female,52,6,7,5,Basic,Quarterly,957,21,No
37,Male,5,14,4,30,Standard,Monthly,951,29,No
23,Male,4,9,1,27,Standard,Monthly,357,3,No
54,Female,7,7,3,17,Basic,Quarterly,336,14,No
47,Male,42,30,1,3,Basic,Annual,941,16,No
36,Female,49,25,8,20,Basic,Monthly,117,30,Yes
38,Male,17,27,5,28,Premium,Monthly,619,14,No
65,Male,38,8,1,11,Standard,Monthly,603,20,No
41,Male,10,22,0,12,Premium,Annual,472,14,No
26,Female,47,22,5,23,Premium,Quarterly,233,24,Yes
55,Male,34,17,4,21,Basic,Annual,700,2,No
38,Female,7,15,10,10,Basic,Quarterly,286,12,No
21,Female,33,3,9,4,Basic,Monthly,427,22,No
29,Male,33,19,2,11,Standard,Quarterly,531,22,No
63,Female,34,30,7,0,Basic,Annual,645,24,No
22,Male,20,26,7,9,Standard,Monthly,117,26,No
57,Female,10,16,0,6,Basic,Annual,500,25,No
58,Male,26,20,0,23,Basic,Quarterly,795,8,No
30,Female,1,23,2,29,Basic,Annual,691,2,No
26,Female,23,27,3,27,Basic,Quarterly,554,19,No
57,Male,46,8,6,30,Premium,Quarterly,264,11,Yes
33,Male,16,2,1,9,Standard,Annual,662,28,No
37,Male,24,28,4,29,Basic,Quarterly,747,5,No
35,Male,58,17,7,0,Premium,Annual,736,27,No
27,Female,10,9,0,29,Standard,Annual,352,6,Yes
34,Male,58,6,3,28,Standard,Quarterly,701,7,No
64,Female,29,3,8,12,Basic,Annual,916,4,Yes
65,Male,3,13,4,6,Basic,Annual,871,11,No
38,Female,56,20,5,7,Standard,Quarterly,970,25,No
35,Male,21,16,4,29,Premium,Quarterly,820,23,No
38,Male,34,18,4,9,Standard,Quarterly,787,3,No
43,Male,43,8,3,30,Standard,Quarterly,266,5,No
38,Male,52,2,10,15,Premium,Annual,424,26,No
22,Male,60,20,5,29,Premium,Quarterly,617,9,Yes
65,Male,35,12,3,0,Premium,Monthly,476,11,No
38,Female,16,3,9,21,Premium,Annual,740,12,No
63,Female,4,29,2,27,Standard,Annual,420,2,Yes
55,Female,60,21,5,1,Premium,Monthly,931,16,No
21,Female,17,24,6,0,Standard,Quarterly,307,3,No
47,Male,22,1,8,17,Premium,Quarterly,634,12,No
47,Male,56,17,9,30,Basic,Monthly,909,22,Yes
65,Male,9,1,3,21,Basic,Monthly,124,16,No
18,Female,15,21,3,15,Premium,Monthly,999,14,No
31,Female,20,24,2,19,Premium,Quarterly,188,25,No
19,Female,14,24,10,22,Basic,Annual,474,3,Yes
59,Male,3,1,0,22,Premium,Annual,583,1,Yes
63,Male,27,25,0,9,Basic,Quarterly,252,13,No
45,Female,3,28,8,7,Basic,Annual,167,29,No
35,Male,16,30,8,24,Standard,Annual,373,3,No
24,Female,13,12,5,16,Standard,Quarterly,460,15,No
53,Female,17,28,4,11,Standard,Monthly,711,25,No
41,Male,48,22,9,2,Premium,Quarterly,193,2,No
26,Female,33,28,7,8,Premium,Quarterly,338,12,No
52,Female,46,5,8,8,Premium,Monthly,761,1,Yes
64,Male,31,29,6,5,Premium,Monthly,283,21,No
39,Female,34,3,5,6,Standard,Annual,831,29,No
44,Male,43,18,6,21,Standard,Monthly,343,25,Yes
36,Female,25,17,0,9,Premium,Monthly,143,11,No
41,Female,46,19,9,16,Standard,Monthly,108,23,Yes
50,Female,13,9,8,3,Standard,Monthly,887,1,No
34,Female,56,30,5,5,Premium,Annual,799,20,No
28,Female,57,20,2,20,Standard,Annual,114,7,No
51,Male,43,23,1,17,Standard,Quarterly,531,11,No
24,Male,43,17,1,30,Basic,Quarterly,874,7,No
47,Male,15,19,9,24,Basic,Monthly,191,1,No
42,Male,3,5,4,17,Standard,Quarterly,367,28,No
20,Female,43,10,5,21,Standard,Monthly,743,24,Yes
29,Male,17,24,7,14,Basic,Annual,115,22,No
43,Female,31,30,10,23,Basic,Monthly,253,27,Yes
26,Female,26,2,7,4,Basic,Annual,482,6,No
29,Male,13,16,0,27,Premium,Annual,699,25,No
56,Female,39,3,7,2,Standard,Annual,333,4,Yes
47,Female,43,10,2,24,Basic,Monthly,416,19,Yes
38,Female,40,27,9,17,Premium,Annual,560,18,Yes
40,Female,21,18,4,9,Basic,Monthly,409,2,No
58,Male,1,3,0,27,Standard,Quarterly,923,1,No
64,Male,23,30,10,28,Basic,Quarterly,529,15,No
32,Male,29,20,0,13,Basic,Monthly,581,9,No
44,Female,18,26,7,13,Standard,Annual,792,3,No
49,Male,40,21,6,25,Standard,Quarterly,597,27,Yes
62,Female,12,8,8,28,Standard,Monthly,913,16,Yes
32,Female,16,4,2,25,Standard,Quarterly,297,27,Yes
50,Female,42,26,3,1,Premium,Annual,599,12,No
58,Female,33,30,0,13,Premium,Annual,395,23,No
45,Male,6,16,6,23,Basic,Quarterly,680,1,No
58,Female,36,5,3,27,Basic,Monthly,683,6,Yes
28,Female,9,12,8,17,Standard,Annual,426,24,No
24,Male,32,28,5,10,Basic,Quarterly,919,26,No
37,Male,37,24,10,7,Standard,Monthly,655,7,No
20,Female,45,25,0,25,Standard,Annual,860,11,No
28,Male,51,1,1,10,Premium,Quarterly,714,1,No
51,Female,20,28,4,3,Basic,Monthly,628,23,No
49,Male,25,24,3,25,Premium,Monthly,695,17,No
48,Female,3,23,1,12,Standard,Quarterly,969,16,No
36,Male,23,10,8,29,Basic,Monthly,594,23,No
65,Male,38,30,10,23,Premium,Monthly,613,4,Yes
27,Female,43,18,5,24,Premium,Monthly,256,26,Yes
18,Female,10,24,5,10,Premium,Quarterly,578,21,No
43,Male,44,21,2,13,Premium,Annual,777,11,No
36,Female,9,26,3,16,Standard,Quarterly,890,1,No
46,Male,3,3,2,9,Standard,Quarterly,521,24,No
65,Female,50,29,6,13,Premium,Quarterly,211,7,No
28,Male,53,12,2,22,Basic,Quarterly,865,24,No
31,Male,36,8,4,14,Basic,Annual,294,8,No
65,Female,17,16,3,10,Premium,Monthly,665,20,No
57,Female,16,22,2,4,Standard,Annual,159,4,No
57,Female,5,6,4,13,Standard,Quarterly,211,6,No
46,Female,25,13,0,13,Premium,Monthly,443,14,No
55,Male,34,14,8,29,Premium,Monthly,610,25,Yes
55,Male,36,18,6,0,Basic,Monthly,415,30,No
40,Male,23,18,3,26,Basic,Annual,527,25,No
56,Male,27,18,1,18,Premium,Annual,595,16,No
42,Female,56,23,2,12,Standard,Annual,129,27,No
60,Female,16,8,9,14,Basic,Annual,922,2,No
20,Male,49,27,7,7,Basic,Annual,547,20,No
35,Male,12,24,3,5,Premium,Monthly,665,14,No
18,Female,41,12,0,6,Premium,Quarterly,822,4,No
59,Male,49,9,9,10,Basic,Monthly,113,14,No
23,Male,4,12,10,6,Standard,Annual,665,25,No
39,Female,46,19,8,28,Standard,Annual,230,25,Yes
38,Male,57,6,9,19,Standard,Annual,352,2,Yes
47,Male,56,9,1,25,Basic,Annual,917,23,No
46,Female,57,26,4,12,Premium,Annual,148,8,No
55,Male,2,24,1,23,Standard,Monthly,312,6,No
60,Female,29,24,4,7,Basic,Monthly,480,6,No
36,Male,6,22,6,10,Standard,Annual,191,2,No
39,Male,38,25,3,13,Standard,Monthly,209,27,No
32,Male,6,10,8,13,Basic,Quarterly,535,17,No
33,Female,42,26,10,3,Premium,Annual,549,20,No
59,Female,5,10,3,14,Premium,Monthly,874,13,No
50,Male,13,19,6,17,Premium,Monthly,857,19,No
30,Male,9,30,0,17,Premium,Annual,757,7,No
45,Male,18,22,2,25,Premium,Annual,363,25,No
45,Female,53,20,8,9,Standard,Quarterly,251,28,No
19,Male,10,1,1,9,Basic,Annual,304,11,Yes
55,Female,39,2,0,1,Premium,Quarterly,869,17,No
18,Male,9,11,10,5,Basic,Monthly,969,19,No
43,Female,24,29,7,8,Premium,Annual,799,1,No
23,Female,41,19,7,11,Basic,Quarterly,448,30,No
61,Female,12,4,3,21,Standard,Annual,557,26,No
58,Male,60,18,1,11,Standard,Quarterly,718,11,No
18,Female,36,19,2,25,Standard,Annual,275,22,Yes
65,Male,35,18,7,6,Standard,Annual,845,15,No
24,Female,5,13,8,12,Basic,Quarterly,176,30,No
26,Female,59,24,8,26,Standard,Annual,875,23,Yes
48,Male,38,12,1,29,Premium,Annual,256,18,No
32,Male,48,28,8,6,Standard,Quarterly,483,7,No
40,Female,45,16,6,8,Premium,Monthly,170,21,No
41,Female,40,29,9,23,Standard,Annual,184,15,Yes
61,Male,50,10,3,13,Standard,Monthly,604,16,No
40,Female,39,18,2,17,Standard,Monthly,290,19,No
24,Female,44,16,10,19,Basic,Monthly,175,11,Yes
32,Female,45,19,2,2,Basic,Quarterly,315,30,No
51,Female,36,13,6,30,Premium,Quarterly,163,29,Yes
50,Female,15,28,4,20,Standard,Monthly,585,22,No
28,Male,9,11,6,27,Basic,Annual,106,13,No
42,Female,9,18,7,22,Standard,Monthly,126,24,Yes
45,Female,16,21,7,23,Premium,Annual,890,23,No
64,Male,49,15,9,2,Standard,Monthly,660,20,No
50,Female,60,19,10,1,Premium,Annual,800,6,No
30,Male,30,20,8,18,Standard,Monthly,831,4,Yes
26,Male,17,29,9,14,Basic,Annual,626,30,No
26,Female,23,15,2,25,Standard,Annual,559,7,No
28,Female,16,29,0,15,Standard,Annual,803,24,No
39,Male,56,4,4,19,Basic,Quarterly,663,8,No
40,Male,2,8,9,21,Basic,Quarterly,725,2,No
57,Male,14,7,6,30,Standard,Annual,839,7,No
29,Male,20,27,2,10,Basic,Quarterly,936,11,No
39,Female,53,25,8,30,Premium,Quarterly,180,7,Yes
29,Female,28,17,0,23,Standard,Monthly,892,29,Yes
30,Female,2,24,1,21,Premium,Monthly,749,19,Yes
37,Male,43,1,3,13,Premium,Annual,294,4,Yes
30,Male,59,10,9,4,Standard,Monthly,105,2,No
45,Female,15,17,0,9,Standard,Monthly,105,23,No
35,Male,29,15,6,3,Basic,Annual,861,29,No
27,Female,1,6,0,8,Basic,Quarterly,164,11,No
25,Male,44,17,6,17,Basic,Annual,907,9,Yes
23,Male,59,17,10,21,Premium,Quarterly,884,12,Yes
52,Male,49,8,7,17,Premium,Monthly,530,9,Yes
56,Male,36,26,8,14,Premium,Monthly,103,17,No
46,Male,5,22,3,22,Basic,Quarterly,165,20,No
36,Male,2,10,7,15,Standard,Monthly,691,26,No
20,Male,31,15,8,25,Premium,Quarterly,527,1,Yes
41,Male,18,22,7,7,Basic,Annual,225,8,No
38,Female,51,9,9,22,Basic,Monthly,416,13,Yes
18,Female,57,18,3,30,Premium,Quarterly,910,5,No
41,Male,56,21,2,22,Basic,Annual,785,26,No
65,Female,31,1,4,11,Basic,Annual,688,1,Yes
58,Male,37,26,8,15,Standard,Monthly,716,21,No
29,Female,31,14,9,11,Standard,Monthly,789,4,No
49,Male,29,16,0,26,Standard,Annual,254,11,No
59,Male,55,13,8,9,Standard,Quarterly,568,16,No
60,Male,23,27,10,18,Standard,Quarterly,630,9,No
40,Male,56,4,7,18,Premium,Quarterly,662,16,Yes
52,Female,35,17,1,12,Basic,Quarterly,225,17,No
62,Male,16,22,4,3,Premium,Quarterly,258,16,No
59,Male,1,21,3,5,Standard,Quarterly,707,17,No
63,Female,13,1,6,11,Standard,Quarterly,399,18,Yes
63,Male,17,13,7,19,Basic,Quarterly,807,11,No
25,Female,19,21,3,21,Standard,Monthly,823,8,Yes
27,Male,36,9,7,17,Standard,Monthly,895,30,Yes
59,Male,38,14,9,14,Standard,Quarterly,425,10,No
59,Female,18,30,2,8,Standard,Quarterly,304,4,No
57,Male,37,14,0,13,Basic,Monthly,452,24,No
43,Male,16,12,4,3,Standard,Quarterly,297,2,No
32,Male,27,29,6,17,Standard,Quarterly,682,27,Yes
24,Female,27,21,4,28,Premium,Quarterly,939,23,No
38,Male,43,6,8,17,Premium,Monthly,907,12,Yes
56,Female,24,4,3,4,Premium,Annual,886,29,No
49,Male,10,2,1,2,Standard,Quarterly,297,22,No
53,Male,10,20,3,8,Standard,Quarterly,742,14,No
56,Male,15,19,5,13,Standard,Monthly,854,14,No
32,Female,29,1,1,7,Basic,Monthly,925,21,No
38,Male,34,10,9,2,Premium,Monthly,942,2,No
50,Female,8,14,4,19,Premium,Quarterly,689,28,No
35,Male,21,20,9,2,Basic,Monthly,128,2,No
48,Male,12,23,10,2,Standard,Annual,648,14,No
65,Female,58,2,0,2,Standard,Quarterly,219,10,No
41,Female,39,17,7,1,Basic,Monthly,110,19,No
54,Male,18,6,7,6,Premium,Quarterly,923,12,No
54,Female,50,28,9,18,Premium,Monthly,346,19,Yes
48,Male,6,28,0,2,Basic,Monthly,334,26,No
37,Female,25,24,7,24,Premium,Quarterly,460,7,Yes
48,Female,31,8,0,17,Premium,Monthly,527,13,No
25,Male,25,24,10,25,Premium,Quarterly,451,20,Yes
47,Male,18,22,5,30,Basic,Quarterly,361,25,No
29,Male,42,24,4,30,Premium,Annual,323,6,No
57,Male,39,22,8,10,Premium,Quarterly,279,30,No
46,Male,25,11,6,20,Premium,Quarterly,888,5,Yes
19,Male,6,4,1,4,Standard,Annual,925,16,No
50,Male,7,12,2,10,Premium,Quarterly,815,24,No
26,Female,33,6,0,18,Premium,Annual,179,29,No
22,Male,30,22,1,5,Premium,Annual,662,6,No
46,Male,52,1,8,18,Standard,Annual,820,8,Yes
27,Male,16,14,5,28,Basic,Quarterly,203,28,No
63,Female,16,9,10,21,Basic,Annual,260,28,Yes
42,Male,26,6,6,15,Standard,Monthly,337,18,No
58,Female,25,27,4,10,Basic,Quarterly,634,6,No
52,Female,42,8,8,1,Basic,Annual,200,9,No
51,Male,5,3,0,15,Premium,Monthly,809,17,No
58,Female,35,30,10,13,Premium,Monthly,820,18,No
29,Female,7,29,9,0,Basic,Quarterly,432,7,No
24,Female,9,29,5,15,Premium,Monthly,411,6,No
20,Female,14,11,1,24,Standard,Quarterly,515,2,No
42,Male,27,7,2,24,Standard,Annual,237,13,No
51,Female,19,25,7,5,Standard,Monthly,691,21,No
32,Male,57,29,8,26,Standard,Quarterly,945,19,Yes
21,Female,33,26,0,2,Premium,Annual,363,2,No
27,Female,12,8,5,4,Premium,Annual,602,17,No
41,Male,32,4,0,17,Basic,Monthly,509,20,No
37,Female,3,5,3,13,Standard,Monthly,557,16,No
38,Male,58,21,5,1,Premium,Annual,514,17,No
43,Female,2,19,3,20,Premium,Quarterly,606,15,No
31,Female,57,2,2,14,Premium,Annual,532,24,No
24,Female,3,20,1,12,Basic,Monthly,505,12,No
62,Female,31,14,2,2,Standard,Monthly,499,11,No
55,Male,20,13,5,7,Standard,Annual,202,28,No
46,Male,26,4,4,21,Premium,Annual,318,3,No
31,Female,23,8,1,21,Standard,Monthly,559,30,Yes
57,Male,14,22,8,17,Standard,Monthly,773,3,No
36,Male,46,7,9,6,Basic,Annual,561,28,No
62,Male,22,16,8,15,Standard,Quarterly,315,26,No
41,Female,49,7,0,18,Basic,Monthly,537,15,No
62,Male,44,26,6,1,Basic,Monthly,237,25,No
41,Female,42,22,9,18,Standard,Monthly,548,24,Yes
58,Female,18,14,7,30,Standard,Monthly,129,19,Yes
47,Female,38,30,2,22,Premium,Annual,658,19,No
33,Male,8,23,3,23,Standard,Annual,196,29,No
37,Male,42,6,9,23,Premium,Annual,376,19,Yes
36,Male,54,22,9,19,Standard,Monthly,666,5,Yes
46,Male,39,14,4,12,Standard,Annual,822,8,No
26,Female,9,3,0,25,Basic,Annual,907,15,No
23,Female,11,4,9,16,Premium,Monthly,693,28,No
18,Male,38,3,2,26,Basic,Annual,107,3,No
19,Female,43,2,0,21,Standard,Monthly,154,15,Yes
52,Male,21,13,0,9,Basic,Quarterly,327,29,No
58,Female,54,6,3,10,Standard,Monthly,565,30,No
44,Female,1,11,0,11,Standard,Monthly,634,7,No
49,Female,26,14,2,26,Standard,Annual,342,30,Yes
60,Male,11,21,8,2,Basic,Annual,784,20,No
33,Male,37,1,8,19,Standard,Quarterly,274,9,Yes
53,Female,58,10,4,6,Premium,Annual,181,26,No
29,Male,11,23,5,17,Basic,Quarterly,883,14,No
42,Female,52,2,2,10,Standard,Annual,674,30,No
58,Male,3,22,5,21,Standard,Quarterly,366,13,No
56,Female,29,23,8,29,Basic,Quarterly,911,22,Yes
53,Female,21,10,1,22,Basic,Quarterly,231,26,Yes
53,Female,14,24,3,1,Basic,Monthly,313,8,No
47,Male,8,22,1,2,Standard,Annual,604,24,No
19,Male,46,16,6,18,Standard,Annual,414,25,Yes
32,Male,51,4,6,18,Standard,Monthly,774,3,Yes
25,Male,17,18,7,1,Standard,Annual,470,9,No
52,Female,1,26,7,11,Standard,Monthly,900,19,No
23,Male,26,14,4,13,Premium,Quarterly,449,10,No
49,Male,16,29,0,9,Basic,Quarterly,881,24,No
39,Male,56,21,6,25,Basic,Annual,568,2,Yes
44,Male,34,19,1,16,Standard,Quarterly,616,15,No
62,Male,29,6,3,13,Standard,Quarterly,767,16,No
36,Female,7,12,0,11,Basic,Monthly,518,29,No
38,Female,44,19,4,8,Premium,Annual,187,13,No
28,Male,51,6,6,19,Basic,Annual,466,23,Yes
53,Female,43,4,10,17,Basic,Monthly,226,18,Yes
63,Male,51,25,8,15,Premium,Annual,966,30,No
47,Male,57,28,3,8,Standard,Quarterly,624,2,No
23,Male,35,19,10,26,Premium,Quarterly,925,29,Yes
57,Male,27,17,3,30,Basic,Monthly,992,12,No
65,Male,8,3,5,15,Premium,Monthly,488,6,Yes
45,Male,59,1,10,3,Basic,Quarterly,431,4,No
60,Female,35,4,0,1,Basic,Monthly,568,24,No
42,Female,37,22,1,0,Premium,Annual,691,28,No
38,Male,35,17,7,24,Premium,Monthly,870,26,Yes
18,Male,26,15,1,23,Standard,Quarterly,387,1,No
28,Male,1,28,2,29,Premium,Monthly,110,10,No
54,Male,30,27,8,29,Standard,Monthly,130,2,Yes
29,Male,33,1,0,14,Basic,Quarterly,448,11,No
29,Female,50,15,4,22,Premium,Monthly,826,25,Yes
18,Female,19,16,8,16,Standard,Monthly,645,9,No
52,Female,56,13,7,16,Basic,Monthly,911,16,Yes
35,Female,33,2,7,24,Basic,Monthly,574,18,Yes
48,Female,58,9,4,13,Basic,Quarterly,679,20,No
20,Male,7,22,9,8,Standard,Quarterly,337,13,No
47,Male,48,3,8,17,Premium,Monthly,724,27,Yes
28,Female,26,19,7,27,Basic,Monthly,614,20,Yes
31,Female,40,24,4,4,Basic,Quarterly,263,26,No
62,Male,32,15,2,0,Standard,Monthly,308,9,No
26,Female,36,30,3,28,Premium,Annual,320,17,Yes
52,Male,28,3,3,26,Standard,Monthly,742,18,No
47,Male,40,24,9,30,Premium,Annual,469,3,Yes
49,Male,4,22,6,27,Basic,Monthly,996,26,No
46,Female,44,24,6,13,Standard,Annual,459,27,No
31,Female,56,1,4,28,Basic,Quarterly,443,22,Yes
52,Female,14,26,0,22,Basic,Annual,425,24,Yes
55,Female,41,23,3,11,Premium,Annual,273,13,No
65,Female,44,10,2,10,Basic,Monthly,384,15,No
56,Male,12,19,0,26,Premium,Annual,671,22,No
42,Male,3,20,8,27,Basic,Quarterly,407,29,No
34,Female,47,16,6,24,Premium,Annual,736,28,Yes
34,Male,44,30,7,0,Premium,Monthly,623,14,No
63,Male,26,16,2,16,Premium,Monthly,199,8,No
60,Female,10,8,6,24,Basic,Annual,598,1,No
57,Male,19,24,0,23,Premium,Quarterly,224,22,No
24,Male,51,30,3,10,Basic,Annual,708,3,No
25,Female,42,3,9,13,Standard,Monthly,978,11,No
52,Male,14,11,10,7,Standard,Monthly,499,9,No
29,Female,15,20,0,14,Premium,Monthly,644,1,No
29,Male,18,5,4,12,Standard,Quarterly,868,7,No
20,Male,13,16,9,28,Standard,Quarterly,415,26,No
37,Male,45,18,8,22,Premium,Quarterly,345,11,Yes
64,Female,6,28,7,0,Basic,Quarterly,455,16,No
62,Male,58,16,10,11,Premium,Quarterly,928,26,No
50,Female,48,30,5,8,Premium,Quarterly,104,12,No
50,Male,54,13,4,12,Standard,Annual,564,24,No
57,Female,3,7,8,27,Basic,Quarterly,411,18,Yes
39,Female,54,23,2,28,Basic,Quarterly,232,16,Yes
56,Female,50,23,0,7,Premium,Annual,200,21,No
43,Female,15,12,9,24,Standard,Monthly,476,6,Yes
60,Male,16,15,0,0,Standard,Monthly,214,27,No
53,Male,4,22,1,5,Premium,Annual,205,3,No
37,Male,7,15,5,30,Standard,Quarterly,655,18,No
64,Female,50,11,7,24,Standard,Annual,707,15,Yes
39,Male,56,9,4,8,Standard,Quarterly,133,25,No
40,Female,49,12,8,28,Basic,Annual,125,22,Yes
51,Female,38,21,9,27,Basic,Annual,806,20,Yes
44,Male,13,12,5,13,Basic,Quarterly,267,7,No
63,Male,22,7,7,9,Standard,Annual,519,28,No
32,Male,34,3,10,5,Standard,Monthly,333,15,No
38,Male,54,22,9,20,Basic,Quarterly,650,22,Yes
28,Male,22,22,5,12,Premium,Monthly,457,12,No
51,Male,25,5,8,28,Basic,Monthly,846,25,Yes
63,Female,50,17,4,28,Standard,Annual,154,1,Yes
44,Female,51,24,6,3,Premium,Monthly,233,1,No
55,Female,4,16,6,22,Basic,Quarterly,671,1,No
25,Male,29,21,5,24,Basic,Monthly,369,18,Yes
38,Female,30,19,1,15,Premium,Monthly,630,26,No
55,Male,48,5,0,19,Premium,Monthly,672,28,No
39,Male,54,13,6,23,Standard,Annual,697,24,Yes
27,Female,53,27,5,1,Basic,Annual,752,10,No
38,Female,48,3,1,16,Basic,Annual,657,8,No
47,Female,35,13,10,17,Standard,Quarterly,403,6,Yes
23,Female,1,10,6,8,Basic,Quarterly,756,13,No
18,Female,60,5,0,25,Basic,Monthly,706,12,Yes
36,Female,35,29,5,5,Premium,Annual,938,8,No
62,Female,6,14,5,24,Basic,Quarterly,379,12,Yes
30,Male,44,21,0,18,Standard,Quarterly,280,14,No
50,Male,15,21,1,20,Premium,Quarterly,685,19,No
39,Male,14,10,9,29,Basic,Annual,313,16,No
59,Male,45,12,9,7,Premium,Annual,214,7,No
28,Male,59,20,10,0,Basic,Monthly,870,10,No
59,Female,39,6,8,11,Premium,Monthly,241,16,No
29,Male,29,18,2,6,Premium,Annual,789,17,No
30,Male,45,30,3,26,Premium,Quarterly,351,3,No
53,Male,37,18,8,24,Standard,Annual,684,9,Yes
64,Female,41,16,9,4,Standard,Annual,162,2,No
54,Female,37,3,9,24,Premium,Monthly,824,7,Yes
57,Female,33,9,9,10,Basic,Annual,619,6,No
21,Male,45,16,1,20,Basic,Quarterly,941,2,No
37,Female,41,7,6,25,Basic,Monthly,891,15,Yes
35,Male,9,9,10,13,Premium,Quarterly,318,16,No
20,Male,16,21,9,2,Premium,Annual,744,11,No
19,Male,10,26,3,20,Premium,Quarterly,241,10,No
47,Male,21,17,2,29,Basic,Quarterly,966,30,No
64,Male,18,17,4,23,Standard,Annual,284,12,No
41,Female,30,10,5,25,Basic,Annual,927,26,Yes
49,Male,56,10,5,21,Basic,Annual,192,4,Yes
65,Female,44,27,5,29,Premium,Quarterly,798,2,Yes
20,Female,13,15,2,16,Standard,Annual,714,12,No
27,Male,10,13,1,8,Premium,Quarterly,544,18,No
43,Female,26,21,10,2,Standard,Quarterly,583,4,No
20,Male,1,10,10,19,Basic,Quarterly,135,29,No
43,Male,33,6,5,5,Standard,Annual,451,5,No
23,Female,16,26,5,6,Premium,Quarterly,582,25,No
39,Male,20,28,4,23,Basic,Quarterly,230,28,No
57,Female,1,24,2,19,Premium,Monthly,656,20,No
26,Male,25,11,10,30,Premium,Quarterly,865,10,Yes
31,Male,46,18,8,1,Standard,Monthly,753,30,No
29,Male,55,23,5,24,Premium,Annual,167,9,Yes
60,Female,30,29,9,24,Basic,Monthly,344,30,Yes
34,Male,18,5,5,18,Basic,Quarterly,795,22,No
65,Male,26,9,1,19,Basic,Annual,462,3,No
51,Female,3,7,1,21,Basic,Quarterly,939,19,No
26,Female,29,28,10,15,Standard,Annual,452,29,No
59,Male,60,13,1,13,Standard,Quarterly,186,14,No
18,Female,40,17,8,8,Basic,Quarterly,731,19,No
54,Female,22,4,9,1,Basic,Annual,716,5,Yes
32,Female,44,20,0,25,Standard,Quarterly,684,28,No
52,Female,28,15,1,9,Premium,Monthly,260,28,No
55,Female,13,23,2,15,Basic,Quarterly,580,30,No
24,Male,8,23,3,24,Premium,Annual,679,1,No
